focal_cusip,n_top_picks,saturated_share,single_tie_share,median_n_ties,max_n_ties,mean_sustained_share,fraction_with_persistence_signal
228569,20,1.0,0.0,3.0,3,1.0,1.0
050095,20,1.0,0.0,3.0,3,1.0,1.0
68234X,20,1.0,0.0,3.0,4,1.0,1.0
403203,20,1.0,0.0,3.0,3,1.0,1.0
449538,20,1.0,0.0,3.0,3,1.0,1.0
21887F,20,1.0,0.0,3.0,3,1.0,1.0
37935M,20,1.0,0.0,3.0,4,1.0,1.0
G7665A,20,1.0,0.0,3.0,3,1.0,1.0
779915,20,1.0,0.0,3.0,3,1.0,1.0
27922W,20,1.0,0.0,3.0,3,1.0,1.0
553773,20,1.0,0.0,3.0,3,1.0,1.0
741511,20,1.0,0.0,3.0,4,1.0,1.0
M15342,20,1.0,0.0,3.0,4,1.0,1.0
45810P,20,1.0,0.0,3.0,3,1.0,1.0
727903,20,1.0,0.0,3.0,3,1.0,1.0
260003,20,1.0,0.0,3.0,4,1.0,1.0
584690,20,1.0,0.0,3.0,4,1.0,1.0
604871,20,1.0,0.0,3.0,3,1.0,1.0
127382,20,1.0,0.0,3.0,4,1.0,1.0
514624,20,1.0,0.0,3.0,3,1.0,1.0
898452,20,1.0,0.0,3.0,3,1.0,1.0
03332K,20,1.0,0.0,3.0,4,1.0,1.0
057101,20,1.0,0.0,3.0,3,1.0,1.0
05453E,20,1.0,0.0,3.0,4,1.0,1.0
783890,20,1.0,0.0,3.0,4,1.0,1.0
03216B,20,1.0,0.0,3.0,3,1.0,1.0
553777,20,1.0,0.0,3.0,4,1.0,1.0
19652U,20,1.0,0.0,3.0,4,1.0,1.0
465266,20,1.0,0.0,3.0,3,1.0,1.0
57383T,20,1.0,0.0,3.0,4,1.0,1.0
285294,20,1.0,0.0,3.0,4,1.0,1.0
89674K,20,1.0,0.0,3.0,4,1.0,1.0
264147,20,1.0,0.0,3.0,4,1.0,1.0
339423,20,1.0,0.0,3.0,3,1.0,1.0
46114T,20,1.0,0.0,3.0,4,1.0,1.0
221010,20,1.0,0.0,3.0,4,1.0,1.0
87164C,20,1.0,0.0,3.0,3,1.0,1.0
385269,20,1.0,0.0,3.0,4,1.0,1.0
719404,20,1.0,0.0,3.0,4,1.0,1.0
207567,20,1.0,0.0,3.0,4,1.0,1.0
16139W,20,1.0,0.0,3.0,3,1.0,1.0
371559,20,1.0,0.0,3.0,3,1.0,1.0
252826,20,1.0,0.0,3.0,4,1.0,1.0
949746,20,1.0,0.0,3.0,4,1.0,1.0
65332V,20,1.0,0.0,3.0,4,1.0,1.0
128787,20,1.0,0.0,3.0,4,1.0,1.0
60855R,20,1.0,0.0,3.0,4,1.0,1.0
361268,20,1.0,0.0,3.0,3,1.0,1.0
871829,20,1.0,0.0,3.0,4,1.0,1.0
73936A,20,1.0,0.0,3.0,3,1.0,1.0
00404A,20,1.0,0.0,3.0,3,1.0,1.0
865628,20,1.0,0.0,3.0,3,1.0,1.0
439321,20,1.0,0.0,3.0,3,1.0,1.0
868819,20,1.0,0.0,3.0,4,1.0,1.0
418398,20,1.0,0.0,3.0,4,1.0,1.0
853626,20,1.0,0.0,3.0,4,1.0,1.0
298736,20,1.0,0.0,3.0,3,1.0,1.0
550904,20,1.0,0.0,3.0,3,1.0,1.0
02071K,20,1.0,0.0,3.0,3,1.0,1.0
401489,20,1.0,0.0,3.0,4,1.0,1.0
880349,20,1.0,0.0,3.0,4,1.0,1.0
12662P,20,1.0,0.0,3.0,3,1.0,1.0
87946Q,20,1.0,0.0,3.0,4,1.0,1.0
33830X,20,1.0,0.0,3.0,4,1.0,1.0
33833X,20,1.0,0.0,3.0,4,1.0,1.0
075896,20,1.0,0.0,3.0,3,1.0,1.0
26633L,20,1.0,0.0,3.0,4,1.0,1.0
48205A,20,1.0,0.0,3.0,3,1.0,1.0
697529,20,1.0,0.0,3.0,3,1.0,1.0
690070,20,1.0,0.0,3.0,3,1.0,1.0
63633D,20,1.0,0.0,3.0,3,1.0,1.0
404429,20,1.0,0.0,3.0,4,1.0,1.0
163611,20,1.0,0.0,3.0,4,1.0,1.0
549870,20,1.0,0.0,3.0,4,1.0,1.0
683399,20,1.0,0.0,3.0,4,1.0,1.0
784776,20,1.0,0.0,3.0,4,1.0,1.0
890260,20,1.0,0.0,3.0,4,1.0,1.0
880775,20,1.0,0.0,3.0,3,1.0,1.0
369550,20,1.0,0.0,3.0,3,1.0,1.0
431475,20,1.0,0.0,3.0,3,1.0,1.0
00209C,20,1.0,0.0,3.0,4,1.0,1.0
68554V,20,1.0,0.0,3.0,4,1.0,1.0
655053,20,1.0,0.0,3.0,4,1.0,1.0
313035,20,1.0,0.0,3.0,4,1.0,1.0
216831,20,1.0,0.0,3.0,4,1.0,1.0
68243Q,20,1.0,0.0,3.0,4,1.0,1.0
645827,20,1.0,0.0,3.0,3,1.0,1.0
806407,20,1.0,0.0,3.0,3,1.0,1.0
842587,20,1.0,0.0,3.0,4,1.0,1.0
18681D,20,1.0,0.0,3.0,4,1.0,1.0
46588H,20,1.0,0.0,3.0,4,1.0,1.0
90130C,20,1.0,0.0,3.0,4,1.0,1.0
200525,20,1.0,0.0,3.0,4,1.0,1.0
69344F,20,1.0,0.0,3.0,3,1.0,1.0
669937,20,1.0,0.0,3.0,4,1.0,1.0
124778,20,1.0,0.0,3.0,3,1.0,1.0
L00849,20,1.0,0.0,3.0,3,1.0,1.0
584364,20,1.0,0.0,3.0,3,1.0,1.0
641255,20,1.0,0.0,3.0,3,1.0,1.0
413086,20,1.0,0.0,3.0,4,1.0,1.0
88554L,20,1.0,0.0,3.0,4,1.0,1.0
64157F,20,1.0,0.0,3.0,4,1.0,1.0
171798,20,1.0,0.0,3.0,4,1.0,1.0
461212,20,1.0,0.0,3.0,3,1.0,1.0
904270,20,1.0,0.0,3.0,3,1.0,1.0
87854J,20,1.0,0.0,3.0,4,1.0,1.0
465713,20,1.0,0.0,3.0,3,1.0,1.0
29076P,20,1.0,0.0,3.0,3,1.0,1.0
109043,20,1.0,0.0,3.0,4,1.0,1.0
74050U,20,1.0,0.0,3.0,4,1.0,1.0
30226D,20,1.0,0.0,3.0,4,1.0,1.0
36237H,20,1.0,0.0,3.0,3,1.0,1.0
883383,20,1.0,0.0,3.0,3,1.0,1.0
594793,20,1.0,0.0,3.0,4,1.0,1.0
58515G,20,1.0,0.0,3.0,3,1.0,1.0
207410,20,1.0,0.0,3.0,4,1.0,1.0
032654,20,1.0,0.0,3.0,4,1.0,1.0
927914,20,1.0,0.0,3.0,4,1.0,1.0
57777M,20,1.0,0.0,3.0,3,1.0,1.0
032653,20,1.0,0.0,3.0,3,1.0,1.0
336901,20,1.0,0.0,3.0,4,1.0,1.0
87159E,20,1.0,0.0,3.0,3,1.0,1.0
73932U,20,1.0,0.0,3.0,4,1.0,1.0
449633,20,1.0,0.0,3.0,4,1.0,1.0
750766,20,1.0,0.0,3.0,3,1.0,1.0
45719T,20,1.0,0.0,3.0,3,1.0,1.0
59870L,20,1.0,0.0,3.0,3,1.0,1.0
98412V,20,1.0,0.0,3.0,3,1.0,1.0
31660B,20,1.0,0.0,3.0,4,1.0,1.0
375558,20,1.0,0.0,3.0,3,1.0,1.0
928540,20,1.0,0.0,3.0,3,1.0,1.0
923433,20,1.0,0.0,3.0,4,1.0,1.0
983701,20,1.0,0.0,3.0,4,1.0,1.0
891864,20,1.0,0.0,3.0,3,1.0,1.0
727909,20,1.0,0.0,3.0,3,1.0,1.0
45256B,20,1.0,0.0,3.0,3,1.0,1.0
919681,20,1.0,0.0,3.0,4,1.0,1.0
50077C,20,1.0,0.0,3.0,4,1.0,1.0
591680,20,1.0,0.0,3.0,3,1.0,1.0
26817Q,20,1.0,0.0,3.0,4,1.0,1.0
458951,20,1.0,0.0,3.0,4,1.0,1.0
871508,20,1.0,0.0,3.0,4,1.0,1.0
960410,20,1.0,0.0,3.0,3,1.0,1.0
090945,20,1.0,0.0,3.0,3,1.0,1.0
91879Q,20,1.0,0.0,3.0,3,1.0,1.0
150923,20,1.0,0.0,3.0,3,1.0,1.0
825690,20,1.0,0.0,3.0,4,1.0,1.0
654390,20,1.0,0.0,3.0,3,1.0,1.0
297425,20,1.0,0.0,3.0,4,1.0,1.0
739128,20,1.0,0.0,3.0,4,1.0,1.0
221011,20,1.0,0.0,3.0,3,1.0,1.0
000375,20,1.0,0.0,3.0,4,1.0,1.0
92553T,20,1.0,0.0,3.0,4,1.0,1.0
928662,20,1.0,0.0,3.0,4,1.0,1.0
335889,20,1.0,0.0,3.0,3,1.0,1.0
45881K,20,1.0,0.0,3.0,4,1.0,1.0
490553,20,1.0,0.0,3.0,4,1.0,1.0
58441B,20,1.0,0.0,3.0,4,1.0,1.0
82867L,20,1.0,0.0,3.0,4,1.0,1.0
011649,20,1.0,0.0,3.0,3,1.0,1.0
37045V,20,1.0,0.0,3.0,4,1.0,1.0
92921W,20,1.0,0.0,3.0,3,1.0,1.0
220256,20,1.0,0.0,3.0,3,1.0,1.0
584699,20,1.0,0.0,3.0,3,1.0,1.0
817492,20,1.0,0.0,3.0,3,1.0,1.0
749361,20,1.0,0.0,3.0,3,1.0,1.0
57774K,20,1.0,0.0,3.0,3,1.0,1.0
757897,20,1.0,0.0,3.0,4,1.0,1.0
635812,20,1.0,0.0,3.0,4,1.0,1.0
258598,20,1.0,0.0,3.0,4,1.0,1.0
019496,20,1.0,0.0,3.0,4,1.0,1.0
871824,20,1.0,0.0,3.0,4,1.0,1.0
252838,20,1.0,0.0,3.0,4,1.0,1.0
84760C,20,1.0,0.0,3.0,4,1.0,1.0
594972,20,1.0,0.0,3.0,3,1.0,1.0
00760B,20,1.0,0.0,3.0,4,1.0,1.0
460886,20,1.0,0.0,3.0,4,1.0,1.0
02361E,20,1.0,0.0,3.0,3,1.0,1.0
96149R,20,1.0,0.0,3.0,3,1.0,1.0
376392,20,1.0,0.0,3.0,4,1.0,1.0
740706,20,1.0,0.0,3.0,4,1.0,1.0
05367P,20,1.0,0.0,3.0,4,1.0,1.0
64829B,20,1.0,0.0,3.0,4,1.0,1.0
925284,20,1.0,0.0,3.0,4,1.0,1.0
34637U,20,1.0,0.0,3.0,3,1.0,1.0
958254,20,1.0,0.0,3.0,4,1.0,1.0
62886E,20,1.0,0.0,3.0,3,1.0,1.0
371927,20,1.0,0.0,3.0,3,1.0,1.0
462222,20,1.0,0.0,3.0,4,1.0,1.0
92208M,20,1.0,0.0,3.0,4,1.0,1.0
233206,20,1.0,0.0,3.0,3,1.0,1.0
64120N,20,1.0,0.0,3.0,3,1.0,1.0
874224,20,1.0,0.0,3.0,4,1.0,1.0
92337C,20,1.0,0.0,3.0,4,1.0,1.0
899900,20,1.0,0.0,3.0,3,1.0,1.0
M8737E,20,1.0,0.0,3.0,3,1.0,1.0
172894,20,1.0,0.0,3.0,3,1.0,1.0
228803,20,1.0,0.0,3.0,4,1.0,1.0
009128,20,1.0,0.0,3.0,4,1.0,1.0
00503U,20,1.0,0.0,3.0,4,1.0,1.0
36866T,20,1.0,0.0,3.0,3,1.0,1.0
24906P,20,1.0,0.0,3.0,4,1.0,1.0
472317,20,1.0,0.0,3.0,4,1.0,1.0
810186,20,1.0,0.0,3.0,4,1.0,1.0
780257,20,1.0,0.0,3.0,4,1.0,1.0
86815V,20,1.0,0.0,3.0,4,1.0,1.0
090911,20,1.0,0.0,3.0,4,1.0,1.0
848927,20,1.0,0.0,3.0,3,1.0,1.0
127095,20,1.0,0.0,3.0,4,1.0,1.0
157210,20,1.0,0.0,3.0,4,1.0,1.0
26822P,20,1.0,0.0,3.0,3,1.0,1.0
929253,20,1.0,0.0,3.0,4,1.0,1.0
896942,20,1.0,0.0,3.0,4,1.0,1.0
421964,20,1.0,0.0,3.0,4,1.0,1.0
624598,20,1.0,0.0,3.0,3,1.0,1.0
524901,20,1.0,0.0,3.0,4,1.0,1.0
577767,20,1.0,0.0,3.0,3,1.0,1.0
69331C,20,1.0,0.0,3.0,4,1.0,1.0
988498,20,1.0,0.0,3.0,4,1.0,1.0
88255T,20,1.0,0.0,3.0,4,1.0,1.0
034164,20,1.0,0.0,3.0,4,1.0,1.0
701645,20,1.0,0.0,3.0,4,1.0,1.0
81728J,20,1.0,0.0,3.0,4,1.0,1.0
206708,20,1.0,0.0,3.0,4,1.0,1.0
270318,20,1.0,0.0,3.0,3,1.0,1.0
279765,20,1.0,0.0,3.0,3,1.0,1.0
16208T,20,1.0,0.0,3.0,4,1.0,1.0
33743H,20,1.0,0.0,3.0,4,1.0,1.0
928497,20,1.0,0.0,3.0,4,1.0,1.0
834376,20,1.0,0.0,3.0,3,1.0,1.0
59518V,20,1.0,0.0,3.0,3,1.0,1.0
59151K,20,1.0,0.0,3.0,3,1.0,1.0
22002T,20,1.0,0.0,3.0,4,1.0,1.0
124805,20,1.0,0.0,3.0,3,1.0,1.0
805842,20,1.0,0.0,3.0,4,1.0,1.0
055921,20,1.0,0.0,3.0,4,1.0,1.0
294040,20,1.0,0.0,3.0,4,1.0,1.0
200519,20,1.0,0.0,3.0,4,1.0,1.0
78440X,20,1.0,0.0,3.0,4,1.0,1.0
728117,20,1.0,0.0,3.0,3,1.0,1.0
16115Q,20,1.0,0.0,3.0,4,1.0,1.0
65334S,20,1.0,0.0,3.0,4,1.0,1.0
M97540,20,1.0,0.0,3.0,4,1.0,1.0
671400,20,1.0,0.0,3.0,3,1.0,1.0
45840F,20,1.0,0.0,3.0,4,1.0,1.0
846794,20,1.0,0.0,3.0,3,1.0,1.0
110448,20,1.0,0.0,3.0,3,1.0,1.0
349553,20,1.0,0.0,3.0,3,1.0,1.0
M8791A,20,1.0,0.0,3.0,3,1.0,1.0
36465L,20,1.0,0.0,3.0,4,1.0,1.0
030789,20,1.0,0.0,3.0,3,1.0,1.0
64352U,20,1.0,0.0,3.0,3,1.0,1.0
71941S,20,1.0,0.0,3.0,4,1.0,1.0
362555,20,1.0,0.0,3.0,3,1.0,1.0
G1899E,20,1.0,0.0,3.0,3,1.0,1.0
526872,20,1.0,0.0,3.0,4,1.0,1.0
866810,20,1.0,0.0,3.0,4,1.0,1.0
750875,20,1.0,0.0,3.0,4,1.0,1.0
785135,20,1.0,0.0,3.0,4,1.0,1.0
761194,20,1.0,0.0,3.0,3,1.0,1.0
02143N,20,1.0,0.0,3.0,4,1.0,1.0
549764,20,1.0,0.0,3.0,4,1.0,1.0
218875,20,1.0,0.0,3.0,3,1.0,1.0
824348,20,1.0,0.0,3.0,4,1.0,1.0
M69065,20,1.0,0.0,3.0,4,1.0,1.0
251566,20,1.0,0.0,3.0,3,1.0,1.0
039575,20,1.0,0.0,3.0,3,1.0,1.0
192176,20,1.0,0.0,3.0,4,1.0,1.0
849176,20,1.0,0.0,3.0,4,1.0,1.0
683380,20,1.0,0.0,3.0,3,1.0,1.0
195674,20,1.0,0.0,3.0,3,1.0,1.0
371913,20,1.0,0.0,3.0,3,1.0,1.0
019924,20,1.0,0.0,3.0,3,1.0,1.0
09623J,20,1.0,0.0,3.0,4,1.0,1.0
243631,20,1.0,0.0,3.0,3,1.0,1.0
570414,20,1.0,0.0,3.0,3,1.0,1.0
550819,20,1.0,0.0,3.0,4,1.0,1.0
68401H,20,1.0,0.0,3.0,4,1.0,1.0
808655,20,1.0,0.0,3.0,4,1.0,1.0
55267J,20,1.0,0.0,3.0,3,1.0,1.0
253902,20,1.0,0.0,3.0,4,1.0,1.0
037725,20,1.0,0.0,3.0,4,1.0,1.0
80600L,20,1.0,0.0,3.0,4,1.0,1.0
443051,20,1.0,0.0,3.0,3,1.0,1.0
983100,20,1.0,0.0,3.0,4,1.0,1.0
461120,20,1.0,0.0,3.0,3,1.0,1.0
37245M,20,1.0,0.0,3.0,4,1.0,1.0
606923,20,1.0,0.0,3.0,4,1.0,1.0
46069W,20,1.0,0.0,3.0,4,1.0,1.0
68215W,20,1.0,0.0,3.0,4,1.0,1.0
403912,20,1.0,0.0,3.0,3,1.0,1.0
25746U,20,1.0,0.0,3.0,3,1.0,1.0
858147,20,1.0,0.0,3.0,3,1.0,1.0
718910,20,1.0,0.0,3.0,3,1.0,1.0
466032,20,1.0,0.0,3.0,4,1.0,1.0
25388X,20,1.0,0.0,3.0,3,1.0,1.0
92763R,20,1.0,0.0,3.0,3,1.0,1.0
032095,20,1.0,0.0,3.0,4,1.0,1.0
345605,20,1.0,0.0,3.0,4,1.0,1.0
749739,20,1.0,0.0,3.0,4,1.0,1.0
22528Q,20,1.0,0.0,3.0,4,1.0,1.0
049392,20,1.0,0.0,3.0,4,1.0,1.0
089750,20,1.0,0.0,3.0,4,1.0,1.0
374827,20,1.0,0.0,3.0,3,1.0,1.0
350060,20,1.0,0.0,3.0,4,1.0,1.0
929284,20,1.0,0.0,3.0,4,1.0,1.0
156492,20,1.0,0.0,3.0,4,1.0,1.0
46583A,20,1.0,0.0,3.0,3,1.0,1.0
45173E,20,1.0,0.0,3.0,4,1.0,1.0
709620,20,1.0,0.0,3.0,4,1.0,1.0
30067T,20,1.0,0.0,3.0,4,1.0,1.0
362418,20,1.0,0.0,3.0,3,1.0,1.0
285562,20,1.0,0.0,3.0,4,1.0,1.0
485906,20,1.0,0.0,3.0,4,1.0,1.0
983772,20,1.0,0.0,3.0,4,1.0,1.0
58405Y,20,1.0,0.0,3.0,4,1.0,1.0
594563,20,1.0,0.0,3.0,3,1.0,1.0
900450,20,1.0,0.0,3.0,4,1.0,1.0
48020T,20,1.0,0.0,3.0,4,1.0,1.0
27874N,20,1.0,0.0,3.0,3,1.0,1.0
058566,20,1.0,0.0,3.0,3,1.0,1.0
091250,20,1.0,0.0,3.0,3,1.0,1.0
037598,20,1.0,0.0,3.0,3,1.0,1.0
732774,20,1.0,0.0,3.0,3,1.0,1.0
25243N,20,1.0,0.0,3.0,4,1.0,1.0
04957F,20,1.0,0.0,3.0,4,1.0,1.0
124647,20,1.0,0.0,3.0,4,1.0,1.0
055442,20,1.0,0.0,3.0,3,1.0,1.0
56781Q,20,1.0,0.0,3.0,3,1.0,1.0
03839F,20,1.0,0.0,3.0,3,1.0,1.0
879905,20,1.0,0.0,3.0,3,1.0,1.0
74158B,20,1.0,0.0,3.0,4,1.0,1.0
59935P,20,1.0,0.0,3.0,4,1.0,1.0
802817,20,1.0,0.0,3.0,4,1.0,1.0
G8915Z,20,1.0,0.0,3.0,3,1.0,1.0
268255,20,1.0,0.0,3.0,3,1.0,1.0
224174,20,1.0,0.0,3.0,4,1.0,1.0
01903Q,20,1.0,0.0,3.0,4,1.0,1.0
653929,20,1.0,0.0,3.0,4,1.0,1.0
1248XC,20,1.0,0.0,3.0,3,1.0,1.0
68749W,20,1.0,0.0,3.0,3,1.0,1.0
950813,20,1.0,0.0,3.0,4,1.0,1.0
372284,20,1.0,0.0,3.0,4,1.0,1.0
450918,20,1.0,0.0,3.0,3,1.0,1.0
74773L,20,1.0,0.0,3.0,4,1.0,1.0
45260A,20,1.0,0.0,3.0,3,1.0,1.0
15234X,20,1.0,0.0,3.0,3,1.0,1.0
05500N,20,1.0,0.0,3.0,3,1.0,1.0
444903,20,1.0,0.0,3.0,3,1.0,1.0
45255A,20,1.0,0.0,3.0,4,1.0,1.0
32054K,20,1.0,0.0,3.0,4,1.0,1.0
628452,20,1.0,0.0,3.0,3,1.0,1.0
206784,20,1.0,0.0,3.0,4,1.0,1.0
822440,20,1.0,0.0,3.0,3,1.0,1.0
29268T,20,1.0,0.0,3.0,3,1.0,1.0
521865,20,1.0,0.0,3.0,3,1.0,1.0
381000,20,1.0,0.0,3.0,4,1.0,1.0
143130,20,1.0,0.0,3.0,4,1.0,1.0
866615,20,1.0,0.0,3.0,3,1.0,1.0
85916J,20,1.0,0.0,3.0,3,1.0,1.0
87243W,20,1.0,0.0,3.0,3,1.0,1.0
683755,20,1.0,0.0,3.0,4,1.0,1.0
75525F,20,1.0,0.0,3.0,4,1.0,1.0
461202,20,1.0,0.0,3.0,4,1.0,1.0
314211,20,1.0,0.0,3.0,4,1.0,1.0
29355X,20,1.0,0.0,3.0,4,1.0,1.0
134429,20,1.0,0.0,3.0,3,1.0,1.0
04764T,20,1.0,0.0,3.0,3,1.0,1.0
90184L,20,1.0,0.0,3.0,4,1.0,1.0
035229,20,1.0,0.0,3.0,4,1.0,1.0
78402P,20,1.0,0.0,3.0,3,1.0,1.0
09061Q,20,1.0,0.0,3.0,3,1.0,1.0
688609,20,1.0,0.0,3.0,4,1.0,1.0
303153,20,1.0,0.0,3.0,3,1.0,1.0
115867,20,1.0,0.0,3.0,4,1.0,1.0
748356,20,1.0,0.0,3.0,4,1.0,1.0
927460,20,1.0,0.0,3.0,4,1.0,1.0
157639,20,1.0,0.0,3.0,3,1.0,1.0
040454,20,1.0,0.0,3.0,4,1.0,1.0
202630,20,1.0,0.0,3.0,3,1.0,1.0
18914U,20,1.0,0.0,3.0,4,1.0,1.0
970624,20,1.0,0.0,3.0,3,1.0,1.0
960308,20,1.0,0.0,3.0,4,1.0,1.0
400518,20,1.0,0.0,3.0,3,1.0,1.0
847220,20,1.0,0.0,3.0,4,1.0,1.0
022615,20,1.0,0.0,3.0,4,1.0,1.0
20452A,20,1.0,0.0,3.0,4,1.0,1.0
02148M,20,1.0,0.0,3.0,3,1.0,1.0
37935E,20,1.0,0.0,3.0,3,1.0,1.0
78465P,20,1.0,0.0,3.0,3,1.0,1.0
58468P,20,1.0,0.0,3.0,3,1.0,1.0
53630M,20,1.0,0.0,3.0,3,1.0,1.0
681974,20,1.0,0.0,3.0,4,1.0,1.0
25614R,20,1.0,0.0,3.0,4,1.0,1.0
92038N,20,1.0,0.0,3.0,4,1.0,1.0
61945Q,20,1.0,0.0,3.0,3,1.0,1.0
747914,20,1.0,0.0,3.0,3,1.0,1.0
189054,20,1.0,0.0,3.0,4,1.0,1.0
031538,20,1.0,0.0,3.0,3,1.0,1.0
962149,20,1.0,0.0,3.0,4,1.0,1.0
253031,20,1.0,0.0,3.0,4,1.0,1.0
M9068E,20,1.0,0.0,3.0,3,1.0,1.0
014752,20,1.0,0.0,3.0,4,1.0,1.0
585040,20,1.0,0.0,3.0,4,1.0,1.0
M78673,20,1.0,0.0,3.0,4,1.0,1.0
98563P,20,1.0,0.0,3.0,3,1.0,1.0
56614A,20,1.0,0.0,3.0,3,1.0,1.0
641217,20,1.0,0.0,3.0,4,1.0,1.0
743743,20,1.0,0.0,3.0,4,1.0,1.0
12599M,20,1.0,0.0,3.0,4,1.0,1.0
925297,20,1.0,0.0,3.0,4,1.0,1.0
37246N,20,1.0,0.0,3.0,3,1.0,1.0
585332,20,1.0,0.0,3.0,4,1.0,1.0
98160A,20,1.0,0.0,3.0,3,1.0,1.0
23257D,20,1.0,0.0,3.0,3,1.0,1.0
81788Q,20,1.0,0.0,3.0,3,1.0,1.0
242733,20,1.0,0.0,3.0,3,1.0,1.0
03237E,20,1.0,0.0,3.0,4,1.0,1.0
91349P,20,1.0,0.0,3.0,3,1.0,1.0
205889,20,1.0,0.0,3.0,4,1.0,1.0
073325,20,1.0,0.0,3.0,4,1.0,1.0
171196,20,1.0,0.0,3.0,4,1.0,1.0
911843,20,1.0,0.0,3.0,4,1.0,1.0
238124,20,1.0,0.0,3.0,3,1.0,1.0
403918,20,1.0,0.0,3.0,3,1.0,1.0
904034,20,1.0,0.0,3.0,4,1.0,1.0
55268S,20,1.0,0.0,3.0,4,1.0,1.0
883217,20,1.0,0.0,3.0,4,1.0,1.0
41145C,20,1.0,0.0,3.0,4,1.0,1.0
82568P,20,1.0,0.0,3.0,3,1.0,1.0
524651,20,1.0,0.0,3.0,4,1.0,1.0
282269,20,1.0,0.0,3.0,3,1.0,1.0
903293,20,1.0,0.0,3.0,4,1.0,1.0
268948,20,1.0,0.0,3.0,3,1.0,1.0
825396,20,1.0,0.0,3.0,3,1.0,1.0
464592,20,1.0,0.0,3.0,4,1.0,1.0
624756,20,1.0,0.0,3.0,3,1.0,1.0
00847X,20,1.0,0.0,3.0,4,1.0,1.0
872625,20,1.0,0.0,3.0,3,1.0,1.0
759892,20,1.0,0.0,3.0,3,1.0,1.0
23437N,20,1.0,0.0,3.0,3,1.0,1.0
465754,20,1.0,0.0,3.0,3,1.0,1.0
41587A,20,1.0,0.0,3.0,3,1.0,1.0
570759,20,1.0,0.0,3.0,4,1.0,1.0
92552U,20,1.0,0.0,3.0,4,1.0,1.0
25456K,20,1.0,0.0,3.0,4,1.0,1.0
902128,20,1.0,0.0,3.0,3,1.0,1.0
844566,20,1.0,0.0,3.0,3,1.0,1.0
913290,20,1.0,0.0,3.0,3,1.0,1.0
205684,20,1.0,0.0,3.0,4,1.0,1.0
19244C,20,1.0,0.0,3.0,4,1.0,1.0
262093,20,1.0,0.0,3.0,3,1.0,1.0
452704,20,1.0,0.0,3.0,3,1.0,1.0
45324R,20,1.0,0.0,3.0,4,1.0,1.0
290876,20,1.0,0.0,3.0,4,1.0,1.0
607409,20,1.0,0.0,3.0,3,1.0,1.0
486605,20,1.0,0.0,3.0,4,1.0,1.0
00753U,20,1.0,0.0,3.0,4,1.0,1.0
68338A,20,1.0,0.0,3.0,4,1.0,1.0
163731,20,1.0,0.0,3.0,4,1.0,1.0
707051,20,1.0,0.0,3.0,4,1.0,1.0
61910V,20,1.0,0.0,3.0,3,1.0,1.0
926713,20,1.0,0.0,3.0,4,1.0,1.0
M22465,20,1.0,0.0,3.0,3,1.0,1.0
449507,20,1.0,0.0,3.0,4,1.0,1.0
428358,20,1.0,0.0,3.0,3,1.0,1.0
292039,20,1.0,0.0,3.0,3,1.0,1.0
700215,20,1.0,0.0,3.0,4,1.0,1.0
28336L,20,1.0,0.0,3.0,4,1.0,1.0
891493,20,1.0,0.0,3.0,3,1.0,1.0
140919,20,1.0,0.0,3.0,3,1.0,1.0
637657,20,1.0,0.0,3.0,3,1.0,1.0
45669M,20,1.0,0.0,3.0,4,1.0,1.0
00208L,20,1.0,0.0,3.0,3,1.0,1.0
204166,20,1.0,0.0,3.0,4,1.0,1.0
218525,20,1.0,0.0,3.0,4,1.0,1.0
584949,20,1.0,0.0,3.0,4,1.0,1.0
404235,20,1.0,0.0,3.0,3,1.0,1.0
571903,20,1.0,0.0,3.0,4,1.0,1.0
925313,20,1.0,0.0,3.0,4,1.0,1.0
008447,20,1.0,0.0,3.0,3,1.0,1.0
876628,20,1.0,0.0,3.0,4,1.0,1.0
607698,20,1.0,0.0,3.0,3,1.0,1.0
N44495,20,1.0,0.0,3.0,3,1.0,1.0
419596,20,1.0,0.0,3.0,3,1.0,1.0
37243R,20,1.0,0.0,3.0,4,1.0,1.0
038236,20,1.0,0.0,3.0,4,1.0,1.0
48880L,20,1.0,0.0,3.0,4,1.0,1.0
67423R,20,1.0,0.0,3.0,3,1.0,1.0
12572Q,20,1.0,0.0,3.0,4,1.0,1.0
108228,20,1.0,0.0,3.0,3,1.0,1.0
458100,20,1.0,0.0,3.0,3,1.0,1.0
45839Y,20,1.0,0.0,3.0,3,1.0,1.0
74264T,20,1.0,0.0,3.0,3,1.0,1.0
140432,20,1.0,0.0,3.0,4,1.0,1.0
18725U,20,1.0,0.0,3.0,3,1.0,1.0
844741,20,1.0,0.0,3.0,4,1.0,1.0
G05354,20,1.0,0.0,3.0,4,1.0,1.0
576844,20,1.0,0.0,3.0,4,1.0,1.0
585730,20,1.0,0.0,3.0,4,1.0,1.0
53045E,20,1.0,0.0,3.0,4,1.0,1.0
138098,20,1.0,0.0,3.0,3,1.0,1.0
961137,20,1.0,0.0,3.0,4,1.0,1.0
00287Y,20,1.0,0.0,3.0,4,1.0,1.0
G8846W,20,1.0,0.0,3.0,3,1.0,1.0
766582,20,1.0,0.0,3.0,4,1.0,1.0
984208,20,1.0,0.0,3.0,3,1.0,1.0
92763Q,20,1.0,0.0,3.0,4,1.0,1.0
